horas,consumo
5.570934256055363,3.587878894822257
5.650519031141869,3.634724150404321
5.730103806228374,3.681569405986384
5.809688581314878,3.728414661568447
5.889273356401384,3.775259917150511
5.968858131487889,3.822105172732574
6.048442906574394,3.8387272298303587
6.1280276816609,3.8359200879025357
6.2076124567474045,3.833112945974713
6.28719723183391,3.83030580404689
6.366782006920415,3.827498662119067
6.44636678200692,3.824691520191244
6.525951557093426,3.8218843782634213
6.6055363321799305,3.8190772363355983
6.685121107266436,3.816270094407775
6.764705882352941,3.8134629524799526
6.844290657439446,3.8106558105521295
6.923875432525952,3.8078486686243065
7.003460207612457,3.802872040902747
7.083044982698961,3.75016672571899
7.162629757785467,3.6974614105352317
7.242214532871972,3.6447560953514744
7.321799307958477,3.5920507801677166
7.401384083044983,3.539345464983959
7.4809688581314875,3.4866401498002015
7.560553633217993,3.4339348346164433
7.640138408304498,3.3812295194326856
7.719723183391003,3.3285242042489283
7.799307958477509,3.27581888906517
7.8788927335640135,3.2231135738814127
7.958477508650519,3.1704082586976545
8.038062283737023,3.1218463357234496
8.117647058823529,3.077804476977845
8.197231833910035,3.0337626182322417
8.27681660899654,2.9897207594866373
8.356401384083044,2.9456789007410342
8.43598615916955,2.9016370419954303
8.515570934256056,2.857595183249826
8.59515570934256,2.813553324504223
8.674740484429066,2.7695114657586193
8.754325259515571,2.725469607013015
8.833910034602075,2.6814277482674114
8.913494809688581,2.637385889521808
8.993079584775087,2.5933440307762035
9.07266435986159,2.5719593144421675
9.152249134948097,2.5527324211949467
9.231833910034602,2.5335055279477254
9.311418685121106,2.5142786347005055
9.391003460207612,2.4950517414532842
9.470588235294118,2.4758248482060634
9.550173010380622,2.4565979549588435
9.629757785467127,2.437371061711622
9.709342560553633,2.4181441684644014
9.788927335640139,2.3989172752171806
9.868512110726643,2.37969038196996
9.948096885813149,2.3604634887227394
10.027681660899654,2.3437531169656367
10.107266435986158,2.331761223002506
10.186851211072664,2.319769329039375
10.26643598615917,2.307777435076244
10.346020761245674,2.295785541113113
10.42560553633218,2.2837936471499827
10.505190311418685,2.2718017531868515
10.58477508650519,2.259809859223721
10.664359861591695,2.2478179652605896
10.7439446366782,2.235826071297459
10.823529411764707,2.2238341773343278
10.90311418685121,2.211842283371197
10.982698961937716,2.199850389408066
11.062283737024222,2.2167057902866314
11.141868512110726,2.2415743286212226
11.221453287197232,2.2664428669558143
11.301038062283737,2.291311405290406
11.380622837370241,2.3161799436249977
11.460207612456747,2.3410484819595894
11.539792387543253,2.365917020294181
11.619377162629757,2.3907855586287723
11.698961937716263,2.4156540969633644
11.778546712802768,2.440522635297956
11.858131487889272,2.4653911736325473
11.937716262975778,2.490259711967139
12.017301038062284,2.5052082437236605
12.096885813148788,2.4844447517991286
12.176470588235293,2.463681259874596
12.2560553633218,2.4429177679500635
12.335640138408305,2.4221542760255312
12.415224913494809,2.401390784100999
12.494809688581315,2.3806272921764666
12.57439446366782,2.3598638002519343
12.653979238754324,2.339100308327402
12.73356401384083,2.3183368164028697
12.813148788927336,2.2975733244783374
12.89273356401384,2.276809832553806
12.972318339100346,2.256046340629273
13.051903114186851,2.2375613040357867
13.131487889273355,2.2202914436188586
13.211072664359861,2.2030215832019295
13.290657439446367,2.185751722785001
13.370242214532873,2.168481862368072
13.449826989619377,2.151212001951144
13.529411764705882,2.1339421415342152
13.608996539792388,2.1166722811172862
13.688581314878892,2.099402420700358
13.768166089965398,2.0821325602834295
13.847750865051903,2.064862699866501
13.927335640138407,2.0475928394495724
14.006920415224913,2.0309938518604884
14.086505190311419,2.0214390289637763
14.166089965397923,2.0118842060670645
14.245674740484429,2.0023293831703524
14.325259515570934,1.9927745602736402
14.404844290657438,1.9832197373769282
14.484429065743944,1.9736649144802159
14.56401384083045,1.964110091583504
14.643598615916954,1.9545552686867917
14.72318339100346,1.9450004457900798
14.802768166089965,1.9354456228933674
14.882352941176471,1.9258907999966552
14.961937716262975,1.9163359770999435
15.04152249134948,1.9157260858774627
15.121107266435986,1.9233157153563611
15.20069204152249,1.9309053448352596
15.280276816608996,1.9384949743141577
15.359861591695502,1.9460846037930561
15.439446366782006,1.9536742332719546
15.519031141868512,1.961263862750853
15.598615916955017,1.9688534922297514
15.678200692041521,1.9764431217086496
15.757785467128027,1.984032751187548
15.837370242214533,1.9916223806664464
15.916955017301039,1.999212010145345
15.996539792387543,2.006801639624243
16.076124567474047,2.0483059116782636
16.155709342560552,2.0913517583947914
16.235294117647058,2.134397605111319
16.314878892733564,2.177443451827847
16.39446366782007,2.2204892985443743
16.474048442906575,2.263535145260902
16.55363321799308,2.30658099197743
16.633217993079583,2.349626838693955
16.71280276816609,2.3926726854104827
16.792387543252595,2.4357185321270105
16.8719723183391,2.478764378843538
16.951557093425606,2.5218102255600656
17.031141868512112,2.6322293136048818
17.110726643598614,2.847451221493687
17.19031141868512,3.0626731293825014
17.269896193771626,3.2778950372713163
17.34948096885813,3.4931169451601307
17.429065743944637,3.7083388530489456
17.508650519031143,3.92356076093776
17.588235294117645,4.138782668826566
17.66782006920415,4.354004576715381
17.747404844290656,4.5692264846041954
17.826989619377162,4.78444839249301
17.906574394463668,4.999670300381824
17.986159169550174,5.21489220827064
18.06574394463668,5.3796493923914275
18.14532871972318,5.533782424139992
18.224913494809687,5.6879154558885645
18.304498269896193,5.842048487637137
18.3840830449827,5.9961815193857095
18.463667820069205,6.150314551134281
18.54325259515571,6.304447582882854
18.622837370242213,6.458580614631419
18.70242214532872,6.612713646379991
18.782006920415224,6.766846678128563
18.86159169550173,6.920979709877135
18.941176470588236,7.075112741625707
19.02076124567474,7.193649731141564
19.100346020761243,7.211331267664729
19.17993079584775,7.229012804187895
19.259515570934255,7.246694340711062
19.33910034602076,7.264375877234228
19.418685121107266,7.282057413757394
19.498269896193772,7.29973895028056
19.577854671280278,7.3174204868037265
19.65743944636678,7.3351020233268915
19.737024221453286,7.3527835598500575
19.81660899653979,7.3704650963732234
19.896193771626297,7.38814663289639
19.975778546712803,7.405828169419556
20.05536332179931,7.398871846606215
20.13494809688581,7.3811364603331535
20.214532871972317,7.36340107406009
20.294117647058822,7.345665687787028
20.37370242214533,7.327930301513964
20.453287197231834,7.310194915240902
20.53287197231834,7.2924595289678384
20.612456747404845,7.274724142694775
20.692041522491348,7.2569887564217135
20.771626297577853,7.23925337014865
20.85121107266436,7.221517983875587
20.930795847750865,7.203782597602524
21.01038062283737,7.187552397256275
21.089965397923876,7.181356769755451
21.16955017301038,7.175161142254627
21.249134948096884,7.168965514753802
21.32871972318339,7.162769887252979
21.408304498269896,7.156574259752154
21.4878892733564,7.150378632251329
21.567474048442907,7.144183004750506
21.647058823529413,7.137987377249681
21.726643598615915,7.131791749748858
21.80622837370242,7.125596122248034
21.885813148788927,7.119400494747209
21.965397923875432,7.1132048672463855
22.044982698961938,7.0400943560315685
22.124567474048444,6.915510857344449
22.204152249134946,6.790927358657336
22.283737024221452,6.666343859970215
22.363321799307958,6.541760361283097
22.442906574394463,6.417176862595977
22.52249134948097,6.292593363908859
22.602076124567475,6.168009865221739
22.681660899653977,6.043426366534626
22.761245674740483,5.9188428678475065
22.84083044982699,5.794259369160388
22.920415224913494,5.669675870473269
23.0,5.54509237178615
